URL	Author	datePublished	claimReviewed	reviewBody	title	ratingValue	bestRating	alternativeName
httpsapublicaorgtrucochecamososeconomistasdosprincipaiscandidato	httpsapublicaorg	2018-10-04	país gastam meno dinheiro público brasil aluno chile méxico turquia têm resultado educacion superior pisa país gastam meno brasil aluno colômbia indonésia têm resultado iguai	eduardo giannetti economista campanha marina silva rede diss entrevista central eleiçõ globonew país gastam meno dinheiro público brasil aluno chile méxico turquia têm resultado educacion superior pisa enquanto país gastam meno brasil aluno colômbia indonésia têm resultado iguai brasil	checamo economista principai candidato agência pública	8.0	8	verdadeiro
httpsapublicaorgtrucochecamostrescriticasdegilmarmendesajusticacrimin	httpsapublicaorg	2017-12-01	homicídio dado cnmp conselho nacion ministério público revelado brasil	ministro supremo tribun feder stf gilmar mend afirm entrevista homicídio resolvido brasil segundo conselho nacion ministério público	checamo trê crítica gilmar mend justiça crimin agência pública	1.0	8	falso
httpsapublicaorgtrucovideoquemostrapoliciaisquebrandovidrosembrasiliaefalso	httpsapublicaorg	2017-05-26	vídeo mostra policiai militar quebrando vidro prédio público brasília	vídeo circula rede sociai mostrando policiai militar quebrando vidro prédio público brasília durant protesto contra reforma trabalhista previdência	vídeo mostra policiai quebrando vidro brasília falso agência pública	1.0	8	falso
httpsapublicaorgtrucochecamosfrasesdejairbolsonaro	httpsapublicaorg	2017-04-05	gent cresc milhõ habitant ano brasil	segundo dado banco mundial baseia diversa font censo diverso país relatório divisão população onu último cinco ano população brasileira aument média milhão pessoa ano	checamo frase jair bolsonaro agência pública	8.0	8	verdadeiro
httpspiauifolhauolcombrlupaverificamossantinhosnumerosurnatrocado	httpspiauifolhauolcombrlupa	2018-08-20 10:13:09	geraldo alckmin president	empti	verificamo cuidado santinho número urna trocado	4.0	6	falso
httpsapublicaorgtrucociroacertadadosobrealunosdoensinomedioprofissionalizant	httpsapublicaorg	2018-09-14	ceará estado hoje proporcionalment maior população estudant ensino médio tempo integr escola profissionalizant	ciro gome pdt entrevista mariana godoy afirm ceará estado hoje proporcionalment maior população estudant ensino médio tempo integr escola profissionalizant	ciro acerta dado sobr aluno ensino médio profissionalizant agência pública	8.0	8	verdadeiro
httpspiauifolhauolcombrlupaverificamosorcamentoeducacao	httpspiauifolhauolcombrlupa	2019-06-11 07:01:14	transparência mostra bolsonaro responsável maior orçamento educação história	empti	verificamo falso orçamento educação maior história	4.0	6	falso
httpsapublicaorgtrucochecamosfrasesdavotacaodadenunciacontratem	httpsapublicaorg	2017-08-02	aí prepararam gravação autorização judici prepararam gravação nenhuma cobertura legal	discurso câmara deputado advogado michel temer antonio mariz oliveira afirm gravação president michel temer feita autorização legal	checamo frase votação denúncia contra temer agência pública	1.0	8	falso
httpsaosfatosorgnoticiasartigocomcriticasprofessoresdaredepublicanaofoiescritoporjoaoamoedo	httpswwwaosfatosorg	2018-08-31	todo professor precisam saber plano governo amoêdo diz sobr	materi circula whatsapp rede sociai crítica professor rede pública atribuída candidato president joão amoêdo enganoso autor artigo verdad andré capella filiado partido partido postulant palácio planalto informação sobr verdadeiro autor entretantoé omitida viral	artigo crítica professor rede pública escrito joão amoêdo fato	4.0	5	falso
httpsapublicaorgtrucochecamososprincipaiscandidatosavicepresident	httpsapublicaorg	2018-09-14	carga tributária pesada alimento chega	ana amélia pp candidata vicepresident chapa geraldo alckmin psdb afirm post facebook carga tributária pesada alimento chega	checamo principai candidato vicepresident agência pública	2.0	8	inconclusivo
httpsapublicaorgtrucochecamosargumentosproecontraoimpeach	httpsapublicaorg	2016-04-14	decreto crédito suplementar proibido artigo constituição porqu abrir crédito precisa ter dinheiro acontecia havia superávit anunciado absolutament fictício	janaina conceição paschoal jurista coautora pedido impeach dilma rousseff diss decreto crédito suplementar proibido	checamo argumento pró contra impeach agência pública	4.0	8	falso
httpspiauifolhauolcombrlupaverificamosrodrigosantorobolsonaro	httpspiauifolhauolcombrlupa	2018-11-15 17:18:31	santoro vest camiseta bolsonaro	empti	verificamo falsa foto rodrigo santoro usando camiseta rosto bolsonaro	4.0	6	falso
httpsaosfatosorgnoticiasbrasilnaoaprovouleiqueautorizatiroseminvasoresvideodegarciafoieditado	httpswwwaosfatosorg	2019-05-06	agora lei aprovada lei defesa patrimônio	editado vídeo jornalista alexandr garcia sido compartilhado rede sociai distorc informaçõ fazer crer brasil agora lei permit população atirar pessoa invadirem propriedad verdad garcia referias aprovação dessa legislação itália março trecho suprimido gravação	brasil aprov lei autoriza tiro invasor vídeo garcia editado fato	3.0	5	falso
httpsaosfatosorgnoticiaseumamontageminteracaodeguaidocombolsonaronotwitt	httpswwwaosfatosorg	2019-03-11	bolsonaro autoproclamar president fácil quero ver governar boa noit todo juan guaidó un jefe estado ejerc la democracia el twitter	falso tweet jair bolsonaro psl critica ato autoproclamar president paí publicação ainda forja resposta juan guaidó president interino autoproclamado venezuela sentido atacado bolsonaro nenhum texto existiu	montagem interação guaidó bolsonaro twitter fato	1.0	5	falso
httpsapublicaorgtrucochecamosargumentosproecontraoimpeach	httpsapublicaorg	2016-04-14	decisão president eduardo cunha visou abertura dess impeach cumprimento constituição intenção objetivament finalidad fato ficaram claro fato evidenciado excelência president eduardo cunha usou competência fazer vingança retaliação chefe executivo porqu recusara garantir conselho tica submetido voto partido poderia dar pudess processado naquel momento	josé eduardo martin cardozo ministro advocaciager união encarregado defesa president dilma afirm aceitação pedido impeach contra president dilma rousseff ocorreu retaliação decisão pt votar contra president câmara eduardo cunha pmdbrj conselho tica	checamo argumento pró contra impeach agência pública	8.0	8	verdadeiro
httpspiauifolhauolcombrlupaverificamosdinamarcaorganica	httpspiauifolhauolcombrlupa	2018-07-19 16:31:57	dinamarca estabeleceu meta tornar primeiro paí mundo totalment orgânico	empti	verificamo falso dinamarca meta orgânica	4.0	6	falso
httpsaosfatosorgnoticiasefalsoquejeanwyllysdesistiudemandatoporcontadeinvestigacaosobredesviodeverba	httpswwwaosfatosorg	2019-01-25	existem rumor renúncia mandato deputado feder jean wylli nada ver falsa ameaça mort deputado anunci entrevista verdad investigaçõ pf encontraram prova robusta desvio ultrapassam milhõ projeto sociai outra irregularidad ond deputado envolvido ativament algo poderá incriminálo desvio verba pública destinada movimento sociai recebimento irregular quai envolveu mst cut une movimento esquema escândalo desd	post embasado notícia antiga guardam qualquer vínculo si provam acusação contra parlamentar sobr representação feita contra wylli conselho tica câmara suposta apologia droga arquivada outra referent r milhõ repassado governo lula movimento sociai cut une psolista ainda deputado	falso jean wylli desistiu mandato conta investigação sobr desvio verba fato	1.0	5	falso
httpsapublicaorgtrucochecamosfrasesdavotacaodadenunciacontratem	httpsapublicaorg	2017-08-02	mil família fila espera bolsa família	discurso câmara deputado deputado feder carlo zarattini ptsp líder pt câmara afirm mil família fila espera bolsa família	checamo frase votação denúncia contra temer agência pública	8.0	8	verdadeiro
httpsaosfatosorgnoticiasnaohouvevazamentodeaudiodehaddademanuelaemtramacontraexercito	httpswwwaosfatosorg	2018-10-17	vaza áudio haddad manuela tramando contra exército bolsonaro	enganoso vídeo circula internet vazamento áudio candidato presidência fernando haddad pt vice manuela dvila pc b apareceriam conspirandocontra exército verdad trecho present gravação dasabatina uol folha sbtcom candidato realizada dia setembro manuela present durant gravação voz feminina ouv repórter débora bargamasco sbt	vazamento áudio haddad manuela trama contra exército fato	1.0	5	falso
httpsapublicaorgtrucochecamosfrasesdavotacaodadenunciacontratem	httpsapublicaorg	2017-08-02	cinco perícia realizada respeito áudio michel temer joesley batista firmada técnico instituiçõ especializada quatro unânim reconhecimento existência ruído pausa derivada efeito inexplicávei manipulação anulam completament credibilidad pretend emprestarlh	deputado feder paulo abiackel psdbmg relat parec rejeita denúncia contra temer afirm cinco perícia realizada respeito áudio michel temer empresário joesley batista firmada técnico instituiçõ especializada quatro unânim reconhecimento existência ruído pausa derivada efeito inexplicávei manipulação anulam completament credibilidad	checamo frase votação denúncia contra temer agência pública	1.0	8	falso
httpspiauifolhauolcombrlupaverificamosboulosjoicepreso	httpspiauifolhauolcombrlupa	2018-11-14 14:21:12	tima notícia boulo preso	empti	verificamo guilherm boulo preso novembro	4.0	6	falso
httpspiauifolhauolcombrlupaverificamosrjbolsapreso	httpspiauifolhauolcombrlupa	2018-08-29 15:01:17	deputado rio janeiro aprovam bolsa preso vale transport parent detento	empti	verificamo deputado rj aprovaram bolsa preso vale transport parent detento	4.0	6	falso
httpsapublicaorgtrucochecamosovideodedoriasobreacracolandia	httpsapublicaorg	2017-06-12	durant dua década pouca tentativa resolv problema cracolândia feita funcionaram	desd década diversa operaçõ realizada região combat tráfico droga auxiliar usuário	checamo vídeo doria sobr cracolândia agência pública	1.0	8	falso
httpsaosfatosorgnoticiaspesquisaquemostrabolsonarocomenaverdadeenquetedefacebooksemrigorestatistico	httpswwwaosfatosorg	2018-08-23	pesquisa mostra bolsonaro liderança intençõ	falso pesquisa eleitor mostra jair bolsonaro intençõ voto eleitor brasileiro resultado obtido emuma enquet realizada facebook página ipof instituto pesquisa ofici face pesquisa eleitor devidament registrada justiça eleitor	pesquisa mostra bolsonaro enquet facebook rigor estatístico fato	1.0	5	falso
httpsaosfatosorgnoticiasdeputadosdorionaoaprovarambolsapresoevaletransporteparafamiliasdedetento	httpswwwaosfatosorg	2018-05-22	deputado rio janeiro aprovam bolsa preso valetransport parent detento	falsa notícia deputado rio janeiro aprovam bolsa preso vale transport parent detento sustenta postagem site jornal direita conteúdo denunciado usuário facebook potencialment enganoso	deputado rio aprovaram bolsa preso valetransport família detento fato	1.0	5	falso
httpsaosfatosorgnoticiasdamaresnaocancelouindenizacoesdeanistiadospolitico	httpswwwaosfatosorg	2019-02-26	ministra damar cancela pagamento anistiado fhc lula chico buarqu gilberto gil farra acab	publicaçõ circulam rede sociai trazem informação falsa damar alv ministra família mulher direito humano cancelado indenizaçõ anistiado político paga expresident fhc lula artista chico buarqu gilberto gil nenhum citado entanto receb benefício tampouco notícia reparaçõ paga hoje sido suspensa cancelada	damar cancel indenizaçõ anistiado político fato	1.0	5	falso
httpsaosfatosorgnoticiasnaoeverdadequevotarembrancoparaoutrocargoanulaovotoparapresident	httpswwwaosfatosorg	2018-10-02	votar president votar branco outro voto tido voto parcial logo voto anulado	verdad eleitor votar branco outro cargo voto president república anulado afirma mensagem circula whatsapp texto diz ainda justiça eleitor computa voto válido voto completo falso acordo tse tribun superior eleitor	verdad votar branco outro cargo anula voto president fato	1.0	5	falso
httpspiauifolhauolcombrlupaverificamosanosbolsonaropatrimonio	httpspiauifolhauolcombrlupa	2019-01-21 16:32:47	jair bolsonaro conta bancária mil casa doi carro mobilet dua bicicleta sei vara pescar bolsonaro conta bancária r milhõ oito casa nove carro moto aquática apartamento investimento milionário imagem	empti	verificamo falso ano patrimônio bolsonaro cresceu r milhõ	4.0	6	falso
httpsapublicaorgtrucochecamososprincipaiscandidatosavicepresident	httpsapublicaorg	2018-09-14	dá fazer agricultura tropic defensivo agroquímico	kátia abreu pdt candidata vicepresident chapa ciro gome pdt diss dá fazer agricultura tropic defensivo agroquímico	checamo principai candidato vicepresident agência pública	1.0	8	falso
httpsaosfatosorgnoticiasbolsonaronaofoieleitopersonalidadedoanopelarevistatim	httpswwwaosfatosorg	2019-02-21	person of the year time jair bolsonaro presid of the feder republ of brazil	falsa capa revista norteamericana time estampa president jair bolsonaro psl título personalidad ano imagem circula rede sociai montagem rosto mandatário brasileiro sobr reprodução capa origin traz president eua donald trump	bolsonaro eleito personalidad ano revista time fato	1.0	5	falso
httpsapublicaorgtrucochecamosoqueombldizsobreregimesemiaberto	httpsapublicaorg	2017-06-28	criminoso preso polícia reincident verdad nunca deveriam ter saído cadeia	taxa reincidência paí segundo ipea representa cada quatro condenado número bem inferior usado kataguiri	checamo mbl diz sobr regim semiaberto agência pública	4.0	8	falso
httpspiauifolhauolcombrlupaverificamosoabbrumadinho	httpspiauifolhauolcombrlupa	2019-02-06 15:19:37	urgent oab ameaça expulsar advogar graça familiar brumadinho	empti	falso oab ameaça expulsar advogado atuarem graça brumadinho	4.0	6	falso
httpspiauifolhauolcombrlupaverificamosonibusrj	httpspiauifolhauolcombrlupa	2018-09-03 12:02:24	rio janeiro ônibu leve pouca bagagem carregu consigo dentro ônibu poi olha acontecendo lá vídeo	empti	verificamo vídeo ônibu tendo mala roubada gravado rj	4.0	6	falso
